1	8900.55933639	11056	3943
2	7419.62967584	11771	3228
3	7344.07684641	11765	3234
4	7365.74779896	11750	3249
5	7389.72161042	11763	3236
6	7417.25251788	11747	3252
7	7449.74926546	11754	3245
8	7468.85200815	11764	3235
9	7495.44469753	11765	3234
10	7516.72024546	11756	3243
0.762916088	1	1
0.762901851	1	1
0.177211718	0	0
0.762924599	1	1
0.167107367	0	1
0.750733505	1	1
0.762924613	1	1
0.166340882	0	0
0.762894346	1	0
0.750227508	1	1
0.737298672	1	1
0.170928872	0	0
0.316343800	0	1
0.166331986	0	0
0.762924613	1	1
0.546670818	1	1
0.166367194	0	0
0.166327801	0	0
0.166379380	0	0
0.538361503	1	0
0.188173736	0	1
0.167121386	0	0
0.166329732	0	0
0.166326883	0	1
0.703683179	1	1
0.762310943	1	1
0.166323081	0	0
0.166324171	0	0
0.166326963	0	0
0.166370275	0	0
0.166653480	0	0
0.166555372	0	0
0.762924613	1	1
0.180409681	0	0
0.166332133	0	1
0.166326643	0	0
0.166364949	0	0
0.193083060	0	1
0.762924613	1	1
0.762185255	1	1
0.178494480	0	1
0.168164327	0	0
0.762910022	1	1
0.762865679	1	1
0.168416281	0	0
0.166466418	0	0
0.166324338	0	0
0.166322619	0	0
0.762924613	1	1
0.166323096	0	0
0.166322748	0	1
0.166364880	0	0
0.762905037	1	1
0.550214880	1	0
0.762906618	1	1
0.758874174	1	0
0.166325828	0	0
0.166494034	0	0
0.213534768	0	0
0.166322410	0	1
0.723621646	1	1
0.756046554	1	0
0.757092172	1	1
0.166332497	0	1
0.762539576	1	1
0.166443758	0	0
0.169806683	0	1
0.762797488	1	1
0.615285840	1	0
0.700541831	1	0
0.166339044	0	1
0.166348407	0	0
0.762924612	1	1
0.166860751	0	0
0.713095877	1	0
0.167593338	0	1
0.760885846	1	0
0.166323394	0	0
0.762922739	1	0
0.723679151	1	1
0.166791460	0	0
0.166323961	0	0
0.762924613	1	1
0.166349756	0	0
0.166332794	0	0
0.762924613	1	1
0.420657537	0	0
0.166706232	0	0
0.166322584	0	0
0.166322408	0	0
0.218140536	0	0
0.749964364	1	1
0.562612910	1	0
0.173391995	0	1
0.166339559	0	1
0.166323606	0	0
0.168926248	0	1
0.293426831	0	0
0.215813273	0	0
0.762813328	1	1
0.166330387	0	0
0.169683014	0	0
0.762889304	1	1
0.166343486	0	0
0.762922195	1	1
0.202136774	0	1
0.717978229	1	1
0.742048153	1	0
0.166325045	0	0
0.166327748	0	0
0.298548299	0	0
0.761706205	1	1
0.762924613	1	1
0.166322385	0	0
0.166331297	0	0
0.166322663	0	0
0.166364794	0	0
0.760924532	1	1
0.166614148	0	1
0.166382301	0	0
0.284021286	0	0
0.761639098	1	0
0.167113322	0	0
0.166918382	0	0
0.762924613	1	0
0.166476804	0	0
0.166326560	0	0
0.177604375	0	1
0.166323865	0	0
0.166371827	0	0
0.166322542	0	0
0.167383713	0	1
0.166493336	0	0
0.167221759	0	0
0.166389469	0	1
0.166322456	0	0
0.166369792	0	0
0.166943369	0	0
0.760675155	1	1
0.166349485	0	0
0.166335243	0	0
0.728102968	1	1
0.168483577	0	1
0.762924613	1	1
0.166322600	0	0
0.173971934	0	0
0.762924613	1	1
0.166405743	0	0
0.166427705	0	1
0.166410707	0	1
0.166323964	0	0
0.166332057	0	0
0.166664235	0	0
0.166455972	0	0
0.181184384	0	0
0.174145926	0	1
0.176451203	0	0
0.166327672	0	0
0.166644585	0	0
0.166334123	0	0
0.167782542	0	0
0.168968855	0	1
0.166544286	0	0
0.166345075	0	0
0.166330446	0	0
0.383544745	0	0
0.166327913	0	1
0.166622308	0	0
0.421809404	0	1
0.762905432	1	1
0.166360620	0	0
0.762924613	1	1
0.166867082	0	0
0.166345797	0	0
0.757609696	1	0
0.166323157	0	0
0.201391864	0	0
0.676644106	1	1
0.762923393	1	1
0.166774783	0	0
0.166322342	0	0
0.166373008	0	1
0.166505444	0	0
