1	6961.39295586	11834	3165
2	6890.04373415	11841	3158
3	6901.59114031	11830	3169
0.194559587	0	0
0.670878713	1	1
0.818112789	1	1
0.084408448	0	0
0.251513613	0	0
0.205207801	0	0
0.848480540	1	1
0.774613094	1	1
0.651777753	1	1
0.552527142	1	1
0.505801428	1	1
0.075627937	0	1
0.132121751	0	1
0.096226995	0	1
0.688023792	1	1
0.108023548	0	0
0.290011898	0	0
0.102499837	0	0
0.312982059	0	0
0.085883361	0	0
0.103366368	0	0
0.101156356	0	0
0.179551121	0	0
0.310963140	0	0
0.182400612	0	0
0.078796787	0	0
0.118958637	0	1
0.097589248	0	0
0.249406173	0	0
0.097605893	0	0
0.061234933	0	0
0.431673330	0	0
0.074044164	0	0
0.077371426	0	0
0.072640023	0	0
0.128648216	0	0
0.255961127	0	0
0.456297943	0	1
0.093959338	0	1
0.584975005	1	1
0.209512056	0	0
0.361348501	0	1
0.150369812	0	0
0.252269242	0	0
0.990818569	1	1
0.230054330	0	0
0.912990711	1	1
0.582168418	1	0
0.097955520	0	0
0.100873477	0	0
0.945677600	1	1
0.967096755	1	1
0.155429181	0	1
0.908203575	1	1
0.971220872	1	1
0.985961098	1	1
0.120238686	0	0
0.936038379	1	1
0.219846286	0	0
0.258878438	0	0
0.137499661	0	0
0.088617816	0	1
0.211556398	0	0
0.199212745	0	0
0.959489899	1	1
0.127339170	0	1
0.270886700	0	0
0.363926543	0	0
0.092520304	0	0
0.493899147	0	0
0.724920024	1	1
0.703899589	1	1
0.132076008	0	0
0.803363740	1	1
0.148123389	0	0
0.242527889	0	0
0.102674898	0	0
0.249890456	0	0
0.102640936	0	0
0.787000127	1	0
0.237019361	0	0
0.107227104	0	0
0.294719258	0	0
0.096022116	0	0
0.507854240	1	1
0.068957816	0	0
0.997297547	1	1
0.801464814	1	1
0.169760222	0	1
0.250814478	0	1
0.390539225	0	1
0.161523521	0	0
0.056681568	0	0
0.122009766	0	0
0.676736572	1	0
0.860101058	1	1
0.056959139	0	0
0.131086501	0	0
0.140466117	0	0
0.275293558	0	0
0.210093005	0	0
0.313703956	0	0
0.361501786	0	1
0.148929408	0	0
0.133566060	0	0
0.392964420	0	0
0.384207390	0	1
0.103852408	0	0
0.059498652	0	0
0.090019118	0	0
0.117295373	0	0
0.068928416	0	0
0.144234229	0	0
0.986245281	1	1
0.686234836	1	0
0.174483311	0	0
0.099969297	0	0
0.392695153	0	1
0.361636676	0	0
0.225516261	0	0
0.480114257	0	0
0.284434710	0	0
0.075998318	0	1
0.373211099	0	0
0.806048772	1	1
0.805609636	1	1
