1	436.241571435	456	212
2	378.541944136	501	167
3	347.77710943	510	158
4	337.715875404	513	155
5	335.895734546	520	148
6	333.184166698	521	147
7	334.711203313	517	151
8	334.282794736	520	148
9	333.302503904	517	151
10	331.757510324	523	145
11	336.458832794	515	153
12	334.130208953	518	150
13	333.828204249	518	150
14	333.571267898	518	150
15	334.441077339	518	150
16	335.873891601	519	149
17	335.401611837	514	154
18	335.62988171	517	151
19	335.890085196	512	156
20	334.159109534	518	150
0.237868934	0	1
0.130420590	0	0
0.138392018	0	0
0.693182455	1	1
0.130420500	0	0
0.130420499	0	0
0.135553852	0	0
0.693182455	1	1
0.130421445	0	0
0.182524094	0	0
0.693182351	1	1
0.134977820	0	0
0.693181966	1	1
0.626319696	1	0
0.162780739	0	1
0.130420510	0	0
0.692921668	1	0
0.130423217	0	0
0.155604550	0	0
0.130425102	0	0
0.130420817	0	0
0.692942553	1	1
0.130420481	0	0
0.693168830	1	1
0.523407958	1	1
0.132976615	0	1
0.687190087	1	0
0.130685285	0	0
0.474150382	0	0
0.615468889	1	0
0.693124228	1	0
0.130831748	0	1
0.692608681	1	1
0.130424083	0	0
0.693182455	1	1
0.134644302	0	1
0.640485459	1	1
0.130420543	0	0
0.161126059	0	0
0.693175583	1	1
0.130420481	0	0
0.130420684	0	1
0.693126329	1	1
0.693182432	1	1
0.693152764	1	1
0.693173355	1	1
0.130420512	0	0
0.130421445	0	0
0.191356844	0	0
0.667877130	1	0
0.130420499	0	0
0.131427109	0	0
0.693181217	1	0
0.130420955	0	0
0.675196185	1	0
0.130420481	0	0
0.693182427	1	1
0.138828569	0	1
0.690813751	1	0
0.693182392	1	0
0.687795251	1	0
0.135424655	0	1
0.130420482	0	0
0.130420518	0	0
0.130420484	0	0
0.693107199	1	0
0.133448568	0	0
0.688054638	1	0
0.133473980	0	0
0.130420511	0	0
0.130421231	0	0
0.130421096	0	0
0.171047843	0	0
0.130420483	0	0
0.175823606	0	0
0.130420481	0	0
0.257304642	0	0
0.560348128	1	1
0.693172592	1	1
0.131212684	0	0
0.311832300	0	0
0.131292016	0	1
0.153346275	0	0
0.693162877	1	1
0.592791240	1	0
0.143494374	0	1
0.693149168	1	0
0.658140847	1	0
0.677329487	1	1
0.693182452	1	1
0.245996816	0	0
0.692810536	1	1
0.130456120	0	0
0.130441958	0	0
0.130439421	0	0
0.130508738	0	0
0.343756363	0	1
0.607068411	1	1
0.322487132	0	0
0.693156127	1	1
73	27
0.64
